counts,id
524,9561100010.0
9,9524100050.0
22,2212200500.0
38,5416500680.0
7,6412600005.0
54,2024069008.0
41,2195700050.0
17,1437580480.0
15,2796100680.0
46,7203102140.0
182,40000235.0
488,2946000285.0
587,6848200221.0
13,952004725.0
55,7852110050.0
16,5536100010.0
18,5703000050.0
6,6071800480.0
15,1954600050.0
612,3819800280.0
16,7300400170.0
515,9834201100.0
21,8850000509.0
25,4123840470.0
38,1150900080.0
21,514500235.0
9,1522059120.0
17,2895600680.0
77,8087800480.0
289,7931000066.0
600,5406500480.0
58,2540820010.0
75,3300700470.0
23,8823902005.0
37,6003001760.0
48,1432400095.0
11,2483700095.0
4,6600220380.0
26,3990200020.0
4,112900020.0
553,8700110020.0
14,9831200221.0
14,8078400010.0
8,9550200225.0
16,2946001950.0
27,3905050280.0
38,3026059341.0
25,7292700005.0
283,8856970440.0
17,7504001440.0
28,8068000305.0
9,1681400010.0
35,6850700670.0
37,1546600020.0
333,8071000050.0
0,1036000280.0
13,5422560380.0
65,1762600280.0
593,5416500840.0
14,3523069008.0
8,8001210170.0
19,6806300920.0
251,9826701665.0
556,2253200010.0
17,1941400080.0
23,3317010130.0
27,1721059230.0
265,9328500630.0
13,6301800020.0
37,7855000460.0
64,9320350020.0
8,7849201061.0
2,3885805640.0
194,8960200630.0
101,1736800920.0
8,6152900402.0
9,9822700255.0
58,1423069102.0
7,5279100675.0
43,2524049056.0
13,4232400470.0
11,8562740440.0
19,8114000020.0
106,6600780130.0
452,5100403947.0
39,1189000825.0
20,3066400080.0
26,2214800630.0
637,4027701253.0
13,9547205260.0
10,9320600020.0
14,2807100095.0
1,8067000020.0
12,8731980440.0
39,5112800233.0
570,6141600179.0
570,8122100595.0
7,5467910190.0
37,808300460.0
166,7785350010.0
12,2133020020.0
10,2588800006.0
359,5169700022.0
8,5416500660.0
118,6117502745.0
45,2624049169.0
18,1426300842.0
19,824059321.0
14,126049217.0
23,2201500185.0
13,1972205790.0
104,6843000080.0
36,1442700250.0
12,2607760680.0
199,3523059056.0
525,1657530010.0
632,7276100020.0
11,9828200460.0
17,9828200460.0
86,5608000840.0
52,5422560470.0
364,446000020.0
364,9476200545.0
12,8648100130.0
14,9358002232.0
10,2212900920.0
19,6149700380.0
45,4340000080.0
23,3751605432.0
52,6384300020.0
211,3450300430.0
13,1245001763.0
16,7853240660.0
577,3723800414.0
12,5104500020.0
43,5438000080.0
523,9498200091.0
315,1498301213.0
2,2652500285.0
22,5127000430.0
9,4017110020.0
439,3336001946.0
63,5253300387.0
317,9222400605.0
17,9222400605.0
51,2163300130.0
8,8662500130.0
66,1770000130.0
6,1888120080.0
81,862000020.0
23,7199100020.0
95,9169600275.0
39,2767601815.0
20,7853221330.0
322,7504010780.0
9,5015000190.0
217,8682260470.0
200,4122700020.0
49,8850000285.0
9,4174600185.0
22,7229800430.0
10,42000130.0
29,4139430250.0
9,9834201470.0
37,4058801702.0
13,3363400655.0
149,8700500020.0
24,8148600020.0
14,8651430780.0
10,
163,2524049148.0
14,2475900840.0
96,7452500190.0
7,3459000050.0
63,2624049091.0
12,1138000250.0
2,4399210130.0
12,2770601365.0
8,7272000980.0
624,1566100010.0
57,6338000592.0
16,2815600305.0
11,561500290.0
30,3905080280.0
30,925069071.0
8,2426049174.0
8,9407600250.0
38,7955050170.0
363,7224000950.0
512,464001025.0
14,5569700020.0
9,1310910290.0
13,5104531640.0
52,1025039145.0
21,5406500170.0
29,1826049426.0
175,2011000010.0
15,9368700006.0
40,8016250080.0
24,4053200285.0
11,5411600020.0
12,847100078.0
6,4232903295.0
340,7979900680.0
11,492000532.0
597,2310000430.0
244,8832900780.0
23,8832900780.0
15,3249500020.0
43,8651442810.0
44,8564500020.0
280,3019300050.0
12,2460900020.0
5,2698200010.0
309,104560010.0
15,5710610430.0
34,34000005.0
547,7349400420.0
2,3298300130.0
0,7312400080.0
5,3356404198.0
153,2344300122.0
306,3904901330.0
19,7524100280.0
8,2473390440.0
306,2215800050.0
47,2769602475.0
21,9183700470.0
41,1337800284.0
16,3867400130.0
30,7856410020.0
89,9477730080.0
36,3300760020.0
31,148000440.0
6,1708400595.0
5,9264901680.0
4,3226079091.0
10,2877104175.0
17,8843900396.0
4,1425059193.0
19,5694000768.0
2,8732190460.0
103,723099028.0
187,4139480190.0
12,1133000050.0
30,2770601462.0
13,3630120480.0
11,624110050.0
158,2301400655.0
20,7936500190.0
8,126039323.0
8,9512500460.0
12,7203601405.0
281,6204200170.0
104,5027800190.0
8,2206500430.0
513,9477001410.0
293,2324079073.0
8,2817210420.0
38,1402200440.0
115,1545808370.0
458,7335400500.0
18,1843130980.0
48,9262800255.0
10,8656800190.0
52,2113700235.0
12,4235400255.0
29,8691360380.0
8,2205500080.0
10,4137000250.0
131,2310010050.0
26,1370802115.0
9,6117900010.0
5,2626069030.0
288,9407102360.0
26,104510440.0
87,7519000170.0
19,2113700500.0
26,1560930050.0
13,9550204590.0
25,4217402115.0
1,9412710440.0
14,6043400006.0
14,1024039049.0
13,1250204835.0
8,6388920460.0
630,1925059049.0
21,7760400420.0
114,6163901271.0
120,5437200050.0
24,3885806565.0
17,8651443190.0
13,1722069145.0
16,7883605985.0
30,4038700190.0
591,8661000089.0
27,2329800430.0
95,6431500280.0
11,6204430250.0
30,4365200630.0
15,3630120050.0
9,7844200050.0
44,1240700006.0
38,8563000470.0
5,3221069091.0
5,8645530010.0
81,8645530010.0
76,2141300420.0
60,9407101900.0
34,1931300425.0
71,9290800050.0
114,9421500010.0
21,3333500151.0
150,3759500006.0
30,4221270290.0
11,1775801405.0
9,3575302575.0
42,2581300010.0
167,8805900080.0
14,8121200460.0
31,2461900609.0
206,3298600440.0
10,643300010.0
7,224069102.0
59,8856960050.0
85,4024101478.0
466,1839910470.0
213,3668000670.0
14,1274500420.0
164,8151600470.0
28,56000095.0
33,3432500980.0
14,7940700050.0
13,1025039292.0
8,3438503140.0
37,7558750190.0
649,3395040440.0
62,4338800190.0
87,8682290670.0
277,5113260430.0
12,387000190.0
119,6844703135.0
8,8899000190.0
183,3275760190.0
14,3438500924.0
13,5104530430.0
224,5468770250.0
13,4318200440.0
12,1721800190.0
27,1250202285.0
5,2767602945.0
48,321049090.0
57,4443801495.0
23,3275750290.0
191,2273600460.0
2,8562720420.0
13,1330900250.0
32,1099600250.0
40,1445200190.0
20,1929300052.0
41,7626200280.0
301,7211402115.0
22,324000280.0
80,8091410080.0
12,6616000010.0
12,1125069102.0
323,6413600151.0
10,2607720420.0
21,1854900470.0
22,8901000911.0
11,3709600190.0
89,537000255.0
18,4036800170.0
8,5127100190.0
30,1762600190.0
9,7796100080.0
13,9465910190.0
18,9284801845.0
24,3210200373.0
12,1854900430.0
12,2944000050.0
13,7971300020.0
25,1542800010.0
39,1433500050.0
24,9482700080.0
12,3303870050.0
280,2071700010.0
192,421000430.0
19,2787460430.0
46,2436200185.0
13,9542830440.0
21,23500190.0
26,3905030190.0
15,8079050010.0
12,3172600095.0
12,126059242.0
8,2944510080.0
16,7019000050.0
29,7212680460.0
12,5706600170.0
8,3322049005.0
9,7338000950.0
11,3323059027.0
369,3323059027.0
13,5502700005.0
38,7205930050.0
255,1853200190.0
20,2697400020.0
25,226039316.0
35,3126049439.0
14,3491300052.0
25,6662410020.0
2,6139100086.0
26,5710610670.0
262,7503000020.0
109,1795920440.0
26,3570000130.0
248,7853340430.0
41,2473380010.0
7,3306300630.0
418,3222049120.0
14,2425059173.0
11,1196000007.0
152,8651402910.0
22,3558000130.0
10,3830210020.0
20,7950302210.0
41,1774200190.0
36,3715500170.0
19,2436700655.0
47,5072100095.0
14,305000170.0
13,2570300130.0
13,776600130.0
14,5379802181.0
214,9558020380.0
9,3396830020.0
266,7519001825.0
15,2324039069.0
22,1245500950.0
9,5100404030.0
30,9542000050.0
4,5608000630.0
176,475001235.0
32,2725069150.0
8,9202000080.0
22,225039049.0
12,2212500430.0
34,2473100010.0
20,2795000080.0
6,9541800010.0
271,2619920010.0
10,4046400010.0
35,7642200095.0
26,8899000430.0
89,8944750480.0
23,7852020660.0
11,7789000080.0
223,6413100122.0
13,8856960280.0
175,1868901190.0
25,3123039136.0
10,3585300415.0
26,2624089007.0
41,4338800170.0
291,4046501300.0
8,3331001995.0
16,802000130.0
16,2011400779.0
16,8651610660.0
643,1788900380.0
25,2121000250.0
457,2110900050.0
110,5469503280.0
259,6300000364.0
19,2616800050.0
1,1446400648.0
9,4038700380.0
38,9109000050.0
114,9465910380.0
93,1137400460.0
25,2545700020.0
196,3260570290.0
246,5652600185.0
18,7347600507.0
9,1545802850.0
11,3126059027.0
9,8087800430.0
110,9547200460.0
49,3826501060.0
153,5406500430.0
24,5417600130.0
9,5417600130.0
110,2138700345.0
11,5611500170.0
5,5700002125.0
8,1473200170.0
16,2922702965.0
29,7895500290.0
15,7338200170.0
288,6929603769.0
10,9429000170.0
15,2114700190.0
467,323049148.0
12,4038700290.0
20,9284802045.0
122,3188100007.0
51,1200019.0
46,2616800480.0
93,2310000380.0
14,4054560170.0
34,7972601900.0
12,3391500050.0
8,8132700190.0
13,3904990430.0
29,5469700052.0
12,4006000509.0
4,9269750460.0
11,2721059173.0
600,3981200660.0
95,4012800050.0
45,3275750050.0
45,8572900275.0
48,993000950.0
393,426069099.0
99,3276180020.0
243,5700001640.0
56,9264940130.0
187,7300400670.0
9,4112100101.0
61,6163901381.0
14,7603100020.0
469,4302200415.0
637,3876760430.0
15,3754501235.0
31,8691330500.0
43,8651401680.0
25,8011100050.0
17,3768000280.0
17,1321710460.0
560,8731981680.0
24,7714000250.0
23,1336800010.0
58,5442300807.0
32,6190701112.0
26,2680700280.0
9,1025059181.0
15,3856900005.0
45,4302700425.0
7,6824100005.0
365,3625600190.0
13,7588700177.0
17,3303950080.0
14,985000950.0
57,8011100005.0
7,5316100980.0
9,6819100345.0
46,3276930420.0
9,6648900005.0
12,6083000050.0
60,1180008315.0
426,8651510380.0
13,8651510380.0
25,9826701794.0
14,2790400380.0
3,6979940050.0
279,1727001300.0
190,686100380.0
23,4037400280.0
19,8691400010.0
27,1450300050.0
229,4024101440.0
40,624100010.0
7,9523102580.0
10,7429000130.0
308,7335400345.0
276,7215721330.0
339,3117100130.0
11,2868900020.0
14,5703500130.0
92,3025059136.0
150,6679000130.0
15,4222500020.0
22,3997500130.0
89,9834201205.0
92,806000020.0
5,507100005.0
580,8635760480.0
8,1328330190.0
156,2919702040.0
14,3095000095.0
22,304100010.0
3,617000089.0
15,3582750280.0
15,3438500430.0
27,8964800225.0
22,2013801350.0
25,1320069163.0
38,7549800168.0
66,3226049466.0
20,9822700285.0
17,538000250.0
141,5702450250.0
52,8835900086.0
99,3333002302.0
42,7787120500.0
8,8563010420.0
21,3361400190.0
289,1024039001.0
13,6806100420.0
24,3204300225.0
611,8857640420.0
137,4443800130.0
35,3449800290.0
303,2426059071.0
27,2618300190.0
11,6181400920.0
59,424069150.0
11,856000255.0
39,1841500050.0
10,3226059071.0
37,524059093.0
12,1568100225.0
46,4027700726.0
496,5198600005.0
236,7677300010.0
10,7979900006.0
110,1102000527.0
12,1115800440.0
55,9407110680.0
21,6084601060.0
19,993001330.0
57,2475200290.0
46,5381000048.0
14,5605000595.0
32,1124000050.0
66,3558900430.0
12,2708100130.0
14,1236300290.0
14,525069099.0
26,3262300235.0
32,5104510130.0
545,7197350050.0
110,2822049148.0
97,7558300170.0
7,7852190050.0
8,1277000020.0
41,567000660.0
122,9214400396.0
32,9406520290.0
38,2112700895.0
230,2474400250.0
230,3889100029.0
8,11501310.0
11,5672000020.0
8,6668900005.0
169,2346800005.0
22,2872900050.0
27,4040600190.0
37,7129301578.0
12,3955900500.0
14,7788400170.0
468,3831000010.0
255,3885803895.0
30,3810000480.0
84,6169901197.0
637,6882520050.0
175,2608300103.0
171,3530400080.0
15,1099760470.0
113,4327600010.0
12,6150200005.0
50,4019300480.0
276,6855100010.0
7,5249801440.0
168,5249801440.0
38,7524350080.0
36,1137800460.0
10,587550280.0
2,871001365.0
14,1430800279.0
86,1226039130.0
3,7254000050.0
12,3530200020.0
0,2386000020.0
4,6738700225.0
588,6821600005.0
569,3579000010.0
29,9359100101.0
9,6819100122.0
10,3908100020.0
41,6392001950.0
182,2872900280.0
136,6437400101.0
12,7227502155.0
158,1115100169.0
106,2919702705.0
14,7302000500.0
4,6021503656.0
17,8665200020.0
20,3288301330.0
8,2621700010.0
125,1824079073.0
170,1954440080.0
12,7452500285.0
21,7937600380.0
10,5153200651.0
4,2323069022.0
325,1328340380.0
34,2256500005.0
16,9828200545.0
26,686450080.0
9,2571900380.0
65,1026069120.0
0,3882320010.0
48,1377300020.0
13,1124000005.0
129,1151100010.0
573,7997200130.0
4,2419600005.0
23,5727000010.0
14,8656300080.0
12,9517200290.0
11,3123049142.0
12,4139500080.0
12,6150200280.0
594,6021500840.0
12,8691310420.0
40,1402900380.0
277,2345500010.0
11,3279000460.0
38,723000114.0
45,5145100080.0
7,8078410280.0
8,3885806105.0
17,5702380780.0
395,3826000280.0
41,1421079007.0
65,3702900185.0
24,4136880460.0
38,7885100005.0
107,3037200010.0
16,4309710250.0
158,3401700185.0
11,2141300080.0
25,3387800380.0
110,2310000280.0
59,1687900170.0
27,8079000190.0
661,1710400005.0
45,2473420170.0
228,1056200010.0
179,263000359.0
224,6624010170.0
468,824059265.0
8,2869100080.0
11,203100440.0
12,9542800290.0
39,3342100780.0
77,475000080.0
16,1562100380.0
18,3878900185.0
531,6791100280.0
14,1926059099.0
35,2881700547.0
7,3260800190.0
365,7715600050.0
10,3158500460.0
13,4027700797.0
171,9161100460.0
15,8069000216.0
31,3401700255.0
91,4083306720.0
13,6377200010.0
5,2767601100.0
163,2856100185.0
24,3438500797.0
8,6738700275.0
12,1761100190.0
21,713500020.0
113,5412310170.0
13,7751800080.0
562,1121000414.0
41,4239400920.0
154,9408300380.0
2,6865200095.0
22,6669080010.0
147,1446400670.0
30,203100460.0
12,9523102750.0
19,8078570380.0
28,1423800080.0
15,9259900010.0
9,4223400050.0
23,686400380.0
10,1102001112.0
161,241900020.0
3,8691300380.0
14,3426049132.0
14,3904901190.0
11,1789900080.0
33,1021049022.0
161,5634500179.0
23,795002455.0
13,6666860170.0
21,9828200605.0
13,853200010.0
12,4449800345.0
22,2522029136.0
23,1149900050.0
585,6908200080.0
17,3395800660.0
136,9414610010.0
3,5379805120.0
13,1530900290.0
531,8886000005.0
45,8965400010.0
27,8644210470.0
9,1545805980.0
30,2841500010.0
103,1328330290.0
9,4222100280.0
28,4222200280.0
82,3224510290.0
296,5196420290.0
6,1703900005.0
15,3329530480.0
51,1541700170.0
23,8833510190.0
15,8961970190.0
26,323069120.0
20,8944360170.0
27,2546500020.0
11,1338801060.0
9,3747600050.0
13,327000050.0
13,1898900280.0
41,1423400005.0
552,9521100585.0
636,2025059150.0
24,8941500010.0
2,1425069071.0
8,686400670.0
22,2624049073.0
109,1523059180.0
86,8016300250.0
56,7694600143.0
8,269000950.0
32,2724079090.0
12,3342103369.0
365,7104100050.0
289,8944360290.0
29,6072500050.0
182,1066000290.0
17,2817260130.0
22,3582750170.0
16,255370420.0
80,2571910380.0
38,3832150190.0
81,5279100680.0
18,7889601870.0
118,5694001061.0
12,1912100882.0
58,8563020170.0
7,8656800020.0
12,3876540780.0
30,8563030280.0
10,2114300290.0
142,9141100005.0
588,5727500019.0
24,1796360080.0
71,9485800050.0
12,5560000680.0
34,9297300480.0
465,6813600415.0
8,6751300255.0
123,3300700480.0
0,5379800446.0
14,9558200080.0
32,6817801150.0
244,1454100005.0
7,
148,2207100635.0
8,2489200250.0
12,5130000080.0
37,6150700169.0
628,8691350130.0
14,6189200345.0
41,2222059099.0
16,7227800660.0
8,1148000005.0
11,6055000430.0
12,7616200050.0
47,7234601440.0
539,8563020380.0
326,1454100480.0
37,5151600285.0
8,2155000480.0
110,1024049024.0
25,1026069163.0
162,4427100095.0
2,4047200380.0
10,3222049024.0
394,2287000010.0
263,3692900010.0
5,320069049.0
22,868002335.0
14,8945100050.0
38,7853250080.0
24,6713700250.0
167,4232901990.0
25,3578401760.0
279,9113200290.0
13,5116000250.0
44,1099600010.0
49,5416500980.0
8,7312100010.0
9,7936000562.0
7,9839300545.0
201,6837700005.0
26,6918720080.0
34,9407001700.0
10,1473200130.0
224,4037200585.0
8,5249803870.0
23,9558050170.0
23,1545808110.0
21,1604601155.0
15,2754700170.0
47,3622059180.0
173,7201600190.0
14,3450300280.0
17,1036450170.0
11,8965000050.0
38,4354700010.0
258,4057300170.0
9,4217400185.0
14,8155750010.0
625,2159900020.0
26,2487700130.0
171,2085200545.0
539,9432900380.0
254,2591850080.0
631,1025049174.0
116,5628400080.0
3,7657000225.0
18,6151800080.0
14,6154900095.0
204,9542800050.0
225,526059224.0
16,526059224.0
58,3275850190.0
227,4137000460.0
18,7936000403.0
2,1175000073.0
39,8645540290.0
12,7137960460.0
10,8805400010.0
35,1036450290.0
8,7613700660.0
542,8648210050.0
112,1565950670.0
23,7159200005.0
28,8687800010.0
17,4242900285.0
256,7834800225.0
14,5649600225.0
9,1959702045.0
12,717000225.0
26,792500190.0
4,3820100284.0
9,3629890190.0
9,6868200029.0
37,8901000143.0
220,2927600630.0
32,3432501315.0
275,5101407250.0
43,3999200780.0
42,2826079145.0
536,1446403145.0
13,5137000170.0
11,2896310420.0
14,1446400725.0
24,4030500130.0
25,3319500299.0
14,7139800020.0
8,9433000460.0
17,1326049130.0
9,7137960440.0
199,3946900010.0
11,5592050080.0
278,3288020050.0
44,2459000020.0
44,126049167.0
11,1525079069.0
18,1786200010.0
42,5602000275.0
15,1446403617.0
12,2767603649.0
615,3649100387.0
6,5249802660.0
576,2592400470.0
117,6448000020.0
178,1211000185.0
16,7399300780.0
9,984100010.0
110,6127010670.0
187,1245002391.0
11,3904921100.0
14,2473381150.0
541,9269750010.0
16,1924069071.0
51,2571900430.0
30,8673400052.0
10,5104511630.0
8,3438500168.0
10,1446403850.0
14,1446403850.0
10,5416500950.0
45,8096600050.0
26,1473000020.0
517,722039049.0
249,2212210660.0
267,6762700020.0
15,5608010980.0
489,5015001045.0
8,1005000250.0
4,7974700122.0
7,1775910460.0
601,3797300190.0
128,6450300605.0
17,3918400143.0
241,1022049182.0
195,3578400780.0
18,6905200050.0
36,303100080.0
34,123039642.0
39,8718500095.0
1,1774000780.0
8,2421039075.0
14,4139470010.0
12,629800380.0
25,8965520190.0
264,925059193.0
27,1245500250.0
151,9828700005.0
241,5101402312.0
4,
13,6145602125.0
10,9346910500.0
32,7986401305.0
38,922059169.0
253,123059071.0
20,1626069069.0
25,5605000430.0
72,7640400250.0
23,4477000290.0
31,8127700440.0
45,6822100780.0
30,9195700380.0
9,1425059174.0
21,2155000290.0
36,4058200630.0
133,5561400440.0
268,4178500440.0
250,1923039022.0
26,9412200660.0
8,2780700020.0
37,1868901815.0
23,4022902715.0
9,225039145.0
646,9274203390.0
30,4397000020.0
86,9415950020.0
7,2591830020.0
8,3211200460.0
39,2297400250.0
234,9268200440.0
280,255580190.0
20,6352600680.0
161,1829700050.0
119,7859960250.0
110,6072800170.0
37,6373000130.0
23,4131900066.0
21,8965450190.0
36,1311200460.0
7,3764800250.0
53,6607000095.0
482,4358700188.0
139,5101403915.0
4,7844200425.0
11,9407001330.0
9,7905370440.0
12,2202500290.0
27,3374500250.0
14,5244800895.0
110,100100050.0
16,7454001060.0
8,7215400280.0
35,203101330.0
14,2450000290.0
45,5101402472.0
8,4310700020.0
12,7967600285.0
15,7905200381.0
288,3992700585.0
6,7972601950.0
10,6870310010.0
12,2970800130.0
4,6084600660.0
6,325059126.0
29,526069024.0
15,6163901261.0
15,4289900005.0
10,2818100255.0
9,1389310130.0
189,4139910250.0
39,5416100020.0
38,8682261650.0
18,8100400170.0
580,1604590190.0
422,6882510020.0
296,3459800020.0
17,5437600010.0
12,1395500020.0
103,807800020.0
46,1563102880.0
466,8937500020.0
319,629420480.0
30,8961950250.0
205,4217400420.0
8,3121500020.0
625,2025700430.0
205,739800250.0
22,8647600020.0
25,1518000290.0
146,8917100020.0
15,3205100010.0
37,2405500050.0
61,7823700005.0
14,8642600170.0
4,7518502960.0
270,4279600080.0
11,6421100592.0
1,7967200290.0
12,7228501903.0
87,9275200080.0
15,8825900095.0
10,7849201100.0
38,8562790980.0
12,1370801435.0
12,3897100275.0
281,6745700190.0
20,2770600795.0
12,1148000190.0
51,5039300305.0
7,3981200250.0
65,5457300095.0
16,1862400479.0
269,8669160010.0
512,2481630290.0
8,8925100255.0
37,424069130.0
521,2231800020.0
6,3625700080.0
38,3343901188.0
37,1328330430.0
2,2464400500.0
39,4054710190.0
17,5095400630.0
20,1788300020.0
38,3336001470.0
0,1310960190.0
596,1545803340.0
15,524059148.0
20,7852190290.0
208,2385200050.0
430,8827901060.0
66,6456200020.0
17,4166800080.0
8,1591600307.0
14,926069132.0
171,7130300170.0
1,2599200460.0
58,7214400005.0
19,5017000470.0
21,8651402660.0
15,8665900328.0
14,3881900321.0
21,1524079028.0
14,626049091.0
100,6073200020.0
259,3243100050.0
354,1693600080.0
36,7140600020.0
112,6388910280.0
40,2524000050.0
12,2223069120.0
14,1732801300.0
20,1685200020.0
7,9510970050.0
6,7156200005.0
253,5316100780.0
6,9362000080.0
467,2221800080.0
15,2722059075.0
46,3459600440.0
64,6844700415.0
263,1223089016.0
25,8044700010.0
103,2024059130.0
17,8019700010.0
18,1785400780.0
9,4222200380.0
7,7503000050.0
23,1592000680.0
3,4303200130.0
25,7731100066.0
7,2770602335.0
43,6706200130.0
12,6632300567.0
597,7000100635.0
37,1954420420.0
11,7809200005.0
20,3056000050.0
101,7214780050.0
14,3210950080.0
49,6914700130.0
496,7237550130.0
40,1250202660.0
9,3546000380.0
63,5451200280.0
7,7129301851.0
377,582000010.0
21,8078360080.0
332,2658000373.0
20,7504400290.0
233,7137950460.0
33,3303950130.0
41,6648500440.0
24,3824100235.0
9,8732020440.0
255,8649900480.0
137,7708250010.0
59,7955040130.0
149,3424069215.0
43,1337801060.0
14,2225300585.0
179,2525300380.0
2,5634500415.0
14,2113700780.0
113,1310970380.0
254,8562500380.0
150,567000680.0
58,1623049174.0
48,9406590280.0
157,3275800050.0
41,326069027.0
30,825049073.0
4,3275870080.0
575,6837700170.0
15,243000380.0
11,582000675.0
9,2655500235.0
15,4178300040.0
25,3526059115.0
72,1722069052.0
14,5101404698.0
10,13002495.0
55,2391600555.0
288,1133000144.0
18,2525049133.0
20,345700180.0
22,7518504775.0
38,3056800230.0
588,6143600580.0
14,9471200265.0
17,8024200855.0
251,3178100065.0
20,3432501295.0
12,5467500040.0
585,2872100245.0
497,1154100515.0
100,3298300210.0
591,2473002700.0
113,7544800395.0
92,822039111.0
547,2223059052.0
644,1320069223.0
9,2551500220.0
2,1049000740.0
6,9324800180.0
133,7853220690.0
574,1545803980.0
12,2484700015.0
26,993000873.0
46,9520900210.0
6,3629960590.0
11,9558200210.0
15,3876000910.0
12,7228501745.0
14,8856004328.0
170,253600150.0
197,5101400934.0
25,9202650100.0
10,2310030490.0
3,1860600535.0
150,1250201130.0
7,3298700820.0
220,1339300025.0
2,4006000571.0
28,9310300300.0
123,5332200515.0
26,809001565.0
12,9406520580.0
8,1323059143.0
5,2131701020.0
13,3438503045.0
18,3204300705.0
67,7941600220.0
12,3885805175.0
10,1237500120.0
63,322069020.0
18,1310700330.0
40,423059207.0
297,7205000180.0
13,7852180530.0
30,6021501780.0
8,8673400061.0
545,3905100220.0
91,5104540330.0
21,6752300120.0
16,4077800412.0
54,2787250090.0
406,461002150.0
37,1898310100.0
19,3886902950.0
29,4427100025.0
8,4038700730.0
10,7852011020.0
14,
47,9407001340.0
247,2799800750.0
35,192000120.0
35,625069064.0
30,2391600330.0
8,4180400090.0
40,50300220.0
220,4141010110.0
34,6641040100.0
27,7922720040.0
60,8825900245.0
141,3883100220.0
62,3649100306.0
494,1099600090.0
11,9828201725.0
9,9352901085.0
143,4104910040.0
4,6147600040.0
311,6371000026.0
24,8121100147.0
25,6152900332.0
493,9522600120.0
186,2207200405.0
327,203900690.0
72,252000300.0
258,8899100230.0
9,685000265.0
14,2705600068.0
629,3326059191.0
17,1207000025.0
530,3288301050.0
360,9407001500.0
47,3882300090.0
580,2926049221.0
12,2121000300.0
24,3885801970.0
8,3869900120.0
9,4077800026.0
53,9324800450.0
0,1250201194.0
17,2597520580.0
6,6679000720.0
66,7312400325.0
14,2473500110.0
35,1773100123.0
14,6791050100.0
289,1823059106.0
571,3644100065.0
192,5652601075.0
9,2769601250.0
1,9842300540.0
50,7818700410.0
17,5437810360.0
22,5163700085.0
21,1794500360.0
489,1777600450.0
2,4083800555.0
29,3359500096.0
5,4024100090.0
621,7228501910.0
16,7183000120.0
24,7527000090.0
7,8682281080.0
35,2525310040.0
55,5589300210.0
134,4008400515.0
44,3268000040.0
6,1022059123.0
27,3013300968.0
106,7853220740.0
14,3574801490.0
564,2987400025.0
588,625049313.0
11,6169901085.0
24,9212900300.0
18,2520069100.0
7,2623069031.0
162,7625703945.0
515,9238480120.0
31,626049058.0
35,125059138.0
6,9185700485.0
23,2523089110.0
13,3825310540.0
11,7202340590.0
518,1952200410.0
269,7137900410.0
13,7105600085.0
31,1461200040.0
16,6675500035.0
25,4322500110.0
12,6064800090.0
10,8085400355.0
58,943100220.0
13,854000165.0
11,1443500905.0
9,4031700210.0
11,6169900580.0
27,4232401265.0
9,8682290410.0
2,3904902430.0
14,114101540.0
57,1025069106.0
232,3179101945.0
104,3083000355.0
136,1741700040.0
341,1828001130.0
189,3211580210.0
11,1036000610.0
233,3378100100.0
159,9286000150.0
24,7254200040.0
39,8827900690.0
40,9202500150.0
10,1786810040.0
16,8078410210.0
207,3905100210.0
13,5592900015.0
3,7522700110.0
11,5253300243.0
72,6669020490.0
8,5104510540.0
179,
133,8643200035.0
305,2781250100.0
38,3885807255.0
26,1774230090.0
173,3521069146.0
16,424500100.0
22,3761700053.0
61,2685600090.0
13,6381500065.0
6,9294300515.0
77,2769602840.0
33,2526039156.0
636,7852140100.0
97,5522600205.0
22,1370802620.0
22,8079100210.0
12,644200040.0
278,9808640090.0
277,5104531120.0
33,3575303970.0
16,6413100090.0
277,2475200870.0
28,3423059081.0
116,1137410040.0
8,3352400330.0
78,2781320100.0
13,8894000040.0
41,3333000775.0
121,9274204230.0
7,
4,1159400220.0
132,3876313030.0
166,2856100515.0
17,4239400730.0
49,1826059042.0
9,3869900155.0
18,2600010220.0
249,9290870040.0
42,5347200175.0
34,3810000455.0
644,1962200037.0
46,795001930.0
9,3905080730.0
20,8651611110.0
9,5411600210.0
8,7519000665.0
14,4217400120.0
8,3586500665.0
654,2582500110.0
107,6749700031.0
56,4136800205.0
20,3438503120.0
4,1922069089.0
22,4099501215.0
102,3325069025.0
586,4058200985.0
40,3031200246.0
11,624101110.0
22,4046700210.0
13,2916200065.0
44,6141100038.0
94,2806800090.0
107,312000265.0
9,2938200040.0
66,114101161.0
4,1862400353.0
104,179000100.0
4,7812800865.0
13,809002390.0
260,2925059294.0
15,7574200210.0
15,5634500775.0
193,8965460090.0
12,1796350300.0
6,428000150.0
9,2323089009.0
30,3528900735.0
299,3904100220.0
24,254000735.0
10,7893205080.0
26,4397010300.0
78,1150000740.0
38,1926049141.0
24,7011201016.0
10,3028200100.0
258,8081010040.0
190,3023049186.0
16,8029900110.0
273,9367200205.0
13,5550300205.0
8,8820901415.0
649,6018500120.0
52,3826000665.0
414,1025079086.0
164,2621660040.0
22,8731982550.0
39,4324500180.0
86,1702901485.0
263,251300110.0
136,251300110.0
34,461002615.0
106,8091401030.0
256,3924500040.0
174,9432900040.0
105,2426049125.0
32,2883201055.0
174,1795900360.0
11,9542830690.0
214,1245500690.0
270,7454000315.0
