precincts,id
S3,4077800017.0
S3,1245500099.0
G3,4435000705.0
S3,4435000705.0
SW,2225059118.0
G2,5126900405.0
L3,5603800110.0
R3,2426059076.0
C3,3260200110.0
R3,4235401055.0
L1,1550000463.0
S3,1823049144.0
W1,7012200215.0
G3,5149300100.0
B3,7335400215.0
S1,7227501450.0
R1,8146300025.0
S3,3530540090.0
S3,9284802215.0
D1,1250202430.0
S3,1241900028.0
S3,8691400600.0
L3,1118000301.0
S3,3905081500.0
W3,5611000090.0
L3,2013800705.0
SW,9276200850.0
S3,2785000110.0
L3,2919702655.0
L3,3942900115.0
L3,5452301810.0
F2,5104511730.0
B2,3923400123.0
N2,2249500367.0
L3,2916600110.0
S3,3629921140.0
S3,8682250090.0
W1,6929602605.0
F3,8550001515.0
O3,1775800740.0
L1,1773101340.0
R3,5561710110.0
L3,1115800110.0
S3,2131701240.0
S3,8827901450.0
S3,4302200336.0
S3,7550800916.0
S3,534000112.0
G3,3885801450.0
Q1,522059013.0
F3,3342700405.0
S3,9276201140.0
R3,7972601280.0
S3,2734100734.0
L3,4022900077.0
R3,1777600490.0
C3,2193310300.0
S3,2322069168.0
N3,7885800900.0
W1,1545800090.0
L3,7131300025.0
W3,3221079055.0
S3,9184700535.0
S3,1877500090.0
Q3,723049476.0
S3,8556800100.0
S2,9830200475.0
S3,2525000690.0
S3,1891100090.0
F3,3447000100.0
S3,1118001295.0
N2,7968460110.0
F2,5101406489.0
F2,9275702350.0
F2,7752000090.0
F2,293000165.0
S3,7852100110.0
S3,1311000600.0
W1,1732800820.0
L1,7893203565.0
S3,2524049166.0
L1,9406550100.0
S3,3327000090.0
C3,1220000100.0
S3,1066600025.0
L3,3626039228.0
L3,7635801032.0
L3,4364700600.0
S3,4364700600.0
S3,7774200236.0
W3,8025700590.0
L1,7129302095.0
R3,2997800076.0
G2,7740100015.0
L1,5279100625.0
Q1,1126059144.0
R3,5409800110.0
S3,7963900100.0
Q1,9264910100.0
R3,8819900449.0
L1,1525059160.0
L2,7526800100.0
F3,6385100100.0
L3,2085200261.0
L3,3522900061.0
S3,2570500090.0
Q2,5482700100.0
C3,567000268.0
L1,3649100315.0
L3,6821102352.0
L1,6072300110.0
W2,3223049131.0
L1,1068000110.0
W1,2600020100.0
F3,5422500110.0
N1,4055700378.0
S3,795000820.0
L3,925059113.0
R3,3275000090.0
E,8946700100.0
S3,809002485.0
L3,5332200405.0
B2,1775950100.0
S3,9808700762.0
N1,1133000542.0
F3,7905200315.0
C1,3949600090.0
S3,9274201730.0
W1,7883604065.0
W3,1158700100.0
S3,7237500110.0
S3,8682280490.0
N1,224059111.0
S3,4141800215.0
N2,1822069097.0
N2,1668500100.0
L2,1254200615.0
L3,7135520300.0
R3,1755700090.0
R3,2414600195.0
L2,3592500985.0
L3,1003600056.0
L1,9285800755.0
S3,1269200229.0
S3,304100090.0
L3,7227800110.0
L3,7507500015.0
S3,621069146.0
W3,263000164.0
R3,263000291.0
S3,1566100625.0
R3,8861500015.0
R3,8961990090.0
C3,3584900090.0
S3,8902000407.0
U1,3026059014.0
E,7304300906.0
S3,8155820110.0
N2,722069232.0
L3,1825069031.0
L3,1825069031.0
S3,3348401584.0
S3,8029500100.0
W3,7964410100.0
S3,1457500026.0
S3,7215730590.0
L1,7525530100.0
S3,1925059194.0
S3,5561401110.0
L3,7173700524.0
W1,9828202215.0
S3,4113800300.0
B2,6145600855.0
S3,2130702350.0
S3,8815400735.0
L3,5152600090.0
S3,7852090750.0
L3,2488200459.0
R3,8035600590.0
O3,4438000165.0
L3,6744700423.0
L1,2473002100.0
G1,4399200245.0
J2,1326059085.0
R3,6324000090.0
L3,9542830600.0
S3,2767604580.0
W3,662310900.0
R3,1432600100.0
N1,8928100025.0
S3,1221039058.0
S3,3840700600.0
J3,8691410100.0
R3,7883607645.0
L3,9435300051.0
S3,6179900090.0
F1,6840700165.0
Q2,2768301217.0
F2,629000615.0
S3,7202360600.0
S3,7852020590.0
S3,2023039160.0
S3,2597520090.0
L3,8631600025.0
L3,8100000110.0
Q1,5151800015.0
S3,9521101055.0
R1,2475901105.0
R3,1726069202.0
U1,3530450100.0
W,8941800100.0
W2,809002215.0
R3,6209000165.0
S3,4178500100.0
S3,1523069086.0
N,6121000090.0
S3,3342100785.0
W2,6012500100.0
R3,8682291720.0
F2,5041300100.0
C3,2473101140.0
S3,8121100600.0
C3,724069059.0
S3,2755200110.0
B2,6169901130.0
Q2,6385000025.0
S3,509000090.0
R1,622059031.0
S3,5358300100.0
SW,4459800100.0
C3,2473371780.0
U1,9393700110.0
U1,8691360490.0
SW,9175600025.0
B1,7605800090.0
R3,7334500090.0
S3,8964800930.0
L3,2260800110.0
B3,7550800945.0
S3,1972205338.0
R1,2946000590.0
S3,5700003585.0
S3,7129302235.0
S1,3278602490.0
L3,685000115.0
S3,3423600025.0
L3,7173700518.0
L3,3277801450.0
L3,1862400518.0
L1,8078350090.0
Q1,1423089118.0
W2,7980900011.0
R3,5309100750.0
L3,322059097.0
F3,9834200165.0
R3,2420069201.0
R3,4167300300.0
S3,1105000745.0
S3,8927600100.0
L1,8078490090.0
S3,1736100090.0
U3,3876200100.0
S3,6844702290.0
L1,4022906430.0
S3,5040800015.0
C3,9297301055.0
S3,318500300.0
B3,1839910300.0
E,1446400785.0
L1,4036800015.0
S3,8965500900.0
N1,3751603173.0
C3,3423059140.0
C3,114101055.0
F3,2475200590.0
L1,3856905010.0
S3,7226500100.0
S3,3580900090.0
S3,9558000100.0
L1,1872900076.0
SE,1221059112.0
S1,2877102495.0
L3,4400200057.0
S3,1049010300.0
F3,6802210090.0
W2,726049232.0
N1,3262300940.0
L2,3262300940.0
Q1,1214700090.0
R3,8564950300.0
S3,3321069006.0
N,3751601501.0
W3,1156000100.0
L1,3972900735.0
R3,6888900115.0
S3,3031200165.0
L3,5683000033.0
S3,7230000265.0
S3,985001015.0
S3,2815600215.0
L3,3585900090.0
R3,5101407370.0
L3,871001105.0
L1,424069233.0
F3,3830630090.0
S3,1997200215.0
S3,1898310110.0
L1,3407700047.0
L3,9542100165.0
S3,7140800100.0
R3,7202340930.0
O1,9262800057.0
R3,1159100100.0
L3,7230900100.0
L1,8682301910.0
W2,7701450110.0
L3,1725059209.0
N1,4025300195.0
S3,985000900.0
S3,7140700850.0
S3,522079067.0
W3,1387300940.0
L3,8562700090.0
S3,2122059236.0
E1,514500090.0
U3,5680001095.0
L1,2475900855.0
L3,8669400100.0
R3,3824100051.0
S3,952004875.0
N1,9522350090.0
S3,1787600252.0
G3,7148000315.0
G1,2180001080.0
N1,1328330590.0
G3,34001304.0
R3,1558500100.0
S3,2887950110.0
L3,6852700412.0
S3,1798000100.0
S3,9516500100.0
B3,203400090.0
N1,4036800805.0
W2,7129302615.0
G3,7278700100.0
SW,7852070090.0
J1,1250200552.0
L1,9126100608.0
L3,396100025.0
L3,9184700600.0
S3,4221250090.0
S3,8731901810.0
S3,7977201707.0
L3,3260350090.0
S3,7399300850.0
J1,461002551.0
S3,9158100090.0
U1,9358002305.0
F2,6447300265.0
L3,2235000015.0
L1,9523104345.0
U1,6139100056.0
S3,808300090.0
S3,8077100031.0
S3,1402650110.0
L3,7985000100.0
S3,1796350690.0
S3,7504110110.0
C3,4324500490.0
W2,1257202120.0
S3,3987700115.0
W2,9137101353.0
J2,3298701066.0
U3,8682290100.0
S3,4055700778.0
F3,438000025.0
J2,2474400300.0
L1,87000283.0
S3,2946001645.0
S3,9294300495.0
W2,492000475.0
S3,3876540600.0
W2,4122500100.0
Q1,2461900945.0
L3,7221400495.0
B1,2349300090.0
N1,9523100459.0
J3,3856904580.0
N2,7345600755.0
W3,798000457.0
S2,7986400945.0
L3,395300100.0
L1,2473510090.0
R3,1329300300.0
J1,952007069.0
W2,8073000265.0
L1,952004745.0
S3,1376800115.0
L3,6613000750.0
F2,2303900090.0
N3,6713700025.0
L3,4083304535.0
S3,3626039403.0
B2,254000100.0
L3,2724049076.0
S3,8562500690.0
L3,3834500195.0
S3,2207100405.0
R3,9482700475.0
R3,7905200386.0
L1,8680500090.0
S3,3424089119.0
S3,1437500015.0
B2,3298700110.0
S3,6300000337.0
S3,8561200110.0
S3,2781250110.0
S3,4442800008.0
R3,2619920110.0
S3,7334501130.0
L1,9471200115.0
S3,2597500090.0
C1,8665050490.0
W,1736800740.0
N2,6163901751.0
J1,2323059184.0
J2,7349650490.0
S1,1025039086.0
R3,274100090.0
R3,3342104046.0
C1,7893801862.0
Q2,7852060490.0
L3,7923300115.0
S3,2868300115.0
L2,9477001270.0
R3,522069119.0
G3,2025049175.0
L3,2771604226.0
R3,2917200615.0
L3,9551201295.0
L3,7443000985.0
L1,3395041194.0
W3,1024069162.0
L3,5452800735.0
R3,2902200015.0
Q2,1698900195.0
L3,442000015.0
S3,222069058.0
L3,2926049449.0
S3,6071800100.0
W1,4003000110.0
W3,925059198.0
S3,6072700110.0
R3,1926069143.0
N1,2871000300.0
B3,6163900301.0
S3,4318200090.0
L1,9526600090.0
S3,629420100.0
S3,6905200215.0
U3,7202430110.0
W3,87000245.0
S3,6667400090.0
C3,6802200100.0
S3,913000315.0
J1,8732030490.0
L1,3629920600.0
N2,1524079156.0
S3,6450301690.0
R3,5309101050.0
R3,8857600820.0
S3,3500100025.0
S3,5152100110.0
S3,3298600850.0
N1,3856902250.0
L3,8887001140.0
N3,2621069066.0
S3,251620090.0
S3,3546000090.0
S3,3359500755.0
S3,3579800485.0
S3,2919201335.0
L2,1796370930.0
S3,3864000090.0
Q1,8651100110.0
S3,8731730590.0
N2,1761100300.0
F1,9542800820.0
N2,2644900110.0
L3,1626069198.0
F2,5101408593.0
S3,7853270100.0
S3,3308030100.0
Q2,1330280100.0
S3,2212200090.0
S3,9264921140.0
R3,8902000068.0
L1,7338000850.0
S1,2770600853.0
N1,4239400740.0
S3,6184700100.0
Q2,3157600615.0
N1,6145601810.0
S3,1235700042.0
S3,7781600025.0
N,7116500705.0
S3,2320069206.0
F3,1794501390.0
R3,2122059160.0
S3,2421069039.0
Q1,5452800495.0
B1,4024100961.0
S3,7857001560.0
SE,9540100025.0
L3,2473410740.0
L1,2770604365.0
W3,173000025.0
L1,7853340490.0
L1,239000115.0
L1,9528101032.0
L3,5416100110.0
S3,4331000265.0
Q1,5249803885.0
R1,7853301390.0
N1,1376800025.0
S3,7639900025.0
R3,2822059262.0
L3,8113100850.0
S3,565300110.0
R3,1887000100.0
U2,8731990090.0
L1,3432500705.0
B2,1015500300.0
S3,3972300100.0
L3,3876300600.0
N,2111010940.0
S3,2771102158.0
S3,1498304065.0
S3,6150200375.0
N,3343901340.0
S3,4037800015.0
R3,1626079066.0
S3,6200017.0
U3,5249805090.0
W3,4217401055.0
Q2,7738500475.0
SW,2767603250.0
F2,2620069113.0
S3,3760500336.0
R3,5101404563.0
L3,9407000600.0
Q2,9353300600.0
J1,9353300600.0
L3,993000090.0
L1,1796361140.0
L3,1112000031.0
L3,2822049160.0
S3,3856904560.0
J2,2492200956.0
N3,2770604079.0
B3,2719100042.0
L3,7899800864.0
R3,9485750110.0
B1,2024059058.0
S3,7977201865.0
L1,4232900940.0
L1,3364900375.0
S3,4151800375.0
S3,2610100015.0
S3,8682230590.0
S1,3876100940.0
L3,1221079058.0
J3,2770605550.0
S3,4468400214.0
W3,2767705010.0
SE,5422560930.0
L3,824059211.0
L3,6825100015.0
R3,4166600115.0
W3,3574801500.0
R3,9477001140.0
W3,3384300100.0
S3,6123600100.0
L3,1311300100.0
L3,3812400854.0
S3,1326069188.0
S3,3131201865.0
F2,321059059.0
S3,223039330.0
R2,7857000900.0
R3,8109800110.0
B2,5422560900.0
B2,3332000195.0
S3,2423029245.0
R3,8651600110.0
W1,7902200015.0
R3,3523089019.0
S3,8827900015.0
S3,9237800100.0
C1,2724089019.0
N2,5416501030.0
W1,7211402305.0
S3,1221059176.0
W2,7549802600.0
W1,4112100165.0
J3,7518506595.0
C3,2767602490.0
L3,3821000100.0
B1,524069019.0
S3,1492800296.0
R3,7855900110.0
W1,7853290090.0
S3,2123049175.0
R3,2025049064.0
Q1,6046401105.0
S3,3505100756.0
S3,5468730110.0
R3,5154200015.0
S3,9285800590.0
L1,4083304190.0
S3,2470100110.0
F2,7574910490.0
L3,868001030.0
L3,8108600464.0
S3,3295610490.0
B2,5013500110.0
L1,3223069019.0
L1,2725069085.0
S3,6821600265.0
L3,1471701780.0
S3,9835800750.0
S3,8835900015.0
SW,806800110.0
W,826069002.0
N1,2222059064.0
S3,7781600100.0
L3,4047200265.0
W2,2125059013.0
L3,2011400583.0
L3,3526039160.0
S3,8718500495.0
B2,3815500165.0
C3,5104450690.0
L3,7202260300.0
W3,1423600300.0
L1,1796100015.0
W3,3874900090.0
N2,4232902615.0
B3,3585900495.0
E,3790700110.0
L1,3626079040.0
C3,2461900375.0
G3,8651611690.0
D2,8682301050.0
F2,1858600042.0
L1,2767604252.0
S2,1954700615.0
F2,6844702690.0
S3,2695600195.0
B2,426059055.0
S3,1769600147.0
B2,9268200300.0
R3,3052700855.0
L1,9828702262.0
R3,1568100386.0
L1,4385700735.0
Q1,3425059206.0
L3,6848200018.0
L1,3023049256.0
L3,4019301500.0
S3,402000115.0
N2,9206950110.0
L3,8106300820.0
L3,8082400011.0
S3,7137960110.0
S3,546000820.0
G3,3330500705.0
B3,1454600266.0
L3,3335000025.0
S3,1454100056.0
S3,5035300090.0
R3,7504050090.0
S3,408100110.0
S3,5701700011.0
Q2,3629970930.0
L3,7017200110.0
L3,4054500590.0
U1,2126059048.0
S3,984200590.0
L3,9353300090.0
F3,7600057.0
S3,2919701944.0
S3,7202341110.0
W3,1122069019.0
B2,1565950090.0
R3,1724069059.0
S3,4137000110.0
U3,7849200945.0
S3,2397101270.0
W3,2726059100.0
S3,7202331500.0
S3,439000090.0
S3,7788000100.0
R3,8658300315.0
J1,1723049567.0
W3,621069039.0
J2,6806300750.0
S3,1898900100.0
G3,2767603931.0
L3,6072400820.0
F3,1922059396.0
S3,8818900300.0
L1,9264910900.0
F2,3223039013.0
F3,5561300750.0
S3,9407111220.0
N,1332200110.0
B3,2207200820.0
Q2,3362400615.0
Q1,3013300017.0
S3,1982200015.0
G3,7140700300.0
S3,9363600457.0
S3,1245001220.0
L1,723049333.0
S3,7853301220.0
S3,8665900336.0
S3,1591000015.0
L1,7972601270.0
W1,1221039156.0
L3,993001332.0
S3,7748000025.0
S3,7871500485.0
S3,1370802540.0
W3,1839500115.0
U1,4389201064.0
S3,1545805820.0
L1,273800100.0
L3,7663700654.0
Q2,3751606513.0
L3,399000025.0
S3,7130300785.0
L1,3818700123.0
S3,7891600245.0
S2,5556300076.0
W1,3421069118.0
W2,
L3,9368700031.0
S3,3223069118.0
L3,2522029039.0
F3,7977200590.0
S3,3124089086.0
S2,1568100215.0
W1,5364200649.0
N3,2771601730.0
S3,7201800300.0
J2,7224500300.0
F2,3876312350.0
S3,853000261.0
F3,7165700110.0
F3,5708500208.0
L3,5014000215.0
R1,2126079014.0
S3,5595900090.0
W3,1445500100.0
O1,4270600025.0
F2,3546000490.0
L3,423049067.0
S2,9272201250.0
S3,3226049184.0
S3,5381000082.0
B2,475000750.0
S3,1900000195.0
S3,5162100820.0
W3,6113400047.0
R3,7460000015.0
S3,7202340820.0
S3,5393601690.0
R3,7686203275.0
L3,2490200165.0
W3,597000195.0
L3,5119010090.0
S3,1873100490.0
C2,3336001911.0
S2,1922059445.0
L1,7203600750.0
R3,6021503740.0
W2,3324069058.0
B1,7345310100.0
C3,6398000011.0
L1,5460600110.0
S3,9478500590.0
W2,8645501091.0
C3,8099800590.0
W1,339600090.0
L3,3522029031.0
S3,725079058.0
F3,104530110.0
L3,6852700246.0
L3,2124700015.0
B3,8665900291.0
S3,8965500820.0
S3,1024000100.0
S3,6132600165.0
S3,4040800090.0
W3,3432500215.0
S3,3630030110.0
L3,9297300740.0
S3,3592500866.0
L1,5019500215.0
S3,3290800215.0
L1,7853230590.0
F3,1221000490.0
S3,5210200077.0
F2,3275880100.0
L3,2767704345.0
J3,1432701380.0
R3,1564000740.0
S3,8141300300.0
S3,1388600110.0
R3,3523029059.0
G3,1061500110.0
L3,7555210100.0
L3,9407150100.0
L3,6414100721.0
L3,4307340490.0
L1,4022900569.0
Q1,2114700115.0
R3,2320069364.0
R3,4331400090.0
W1,3886902870.0
L2,9136102680.0
S3,2581900165.0
F3,3793501050.0
S3,619000100.0
L3,4178700100.0
L1,3225059223.0
N1,3885805325.0
R3,4151800195.0
S3,1137300690.0
F3,203600590.0
S3,7745500015.0
L3,1370802600.0
S3,5452800645.0
L2,1324049015.0
F2,7645900165.0
S3,6798100652.0
F3,1023079147.0
L1,7972601250.0
W2,421000215.0
W1,4054520100.0
J3,3579700015.0
L3,9310300215.0
E3,3905081800.0
Q1,7236100025.0
U1,2023049206.0
L1,3223059015.0
F2,1726069064.0
L3,1423089162.0
R3,8024201503.0
S3,859000110.0
S3,2322059039.0
S3,2023049245.0
S3,114100745.0
F2,2391601380.0
R3,2313900740.0
L1,9521101015.0
F2,1036400110.0
W2,2572400100.0
L3,6821600300.0
R3,9547205225.0
W1,3876312490.0
R3,1591600044.0
G3,7201800090.0
L3,4221270100.0
G1,2473410690.0
C3,7300410110.0
L3,7224500090.0
N2,7852000110.0
R3,4302200590.0
R3,8635750090.0
S3,1133000100.0
N3,7631800025.0
N1,2998800110.0
R3,2432000110.0
S3,824059140.0
R3,4229400015.0
S3,7805450110.0
L3,9839301055.0
B2,9471201110.0
S3,1189000645.0
G1,6788201015.0
W3,425069147.0
R3,9268200600.0
E,9201000100.0
C1,4140930110.0
S3,7226000110.0
S3,4358700100.0
R3,2228900195.0
J3,3905100740.0
W3,3295900490.0
L1,7379700051.0
Q1,7348200195.0
S3,4047200300.0
SW,4242900215.0
B2,7851980100.0
N,9126101645.0
S3,2695600375.0
L3,6648150090.0
S3,1189000245.0
R3,1169000057.0
C1,4013800131.0
E,1787270090.0
S1,4037200735.0
S3,4083302370.0
L3,4319200820.0
W2,7663700551.0
F2,6821102350.0
J1,723069089.0
L3,8165500110.0
L3,8081900195.0
L3,2878601425.0
S3,5104512070.0
S3,3885802970.0
N1,3021049140.0
R3,5249801720.0
R3,2025049006.0
L1,7575700015.0
L3,2724049146.0
Q1,8074200100.0
C3,1517900100.0
S3,2391602250.0
S3,7635801311.0
S3,3362401295.0
S3,3303230110.0
L3,1522600100.0
R3,6646200090.0
R3,2522059112.0
S3,3205100110.0
R2,6414100025.0
R3,3529000930.0
R3,4141400100.0
L2,9562200090.0
L3,7399800110.0
F2,6917700356.0
S3,4040800600.0
R3,3629920300.0
N1,8944290090.0
S3,8091410930.0
G3,3313600266.0
B1,9508850100.0
Q1,3330501545.0
L3,31000165.0
C3,
B2,1180500100.0
R3,7549801140.0
L1,7254000100.0
S3,644200090.0
L3,5101407305.0
R3,6817801030.0
W2,7454001280.0
L3,8651440740.0
F2,1954430190.0
S3,4292300010.0
L1,8929000290.0
S3,1250201680.0
S3,868001705.0
S3,1370801585.0
S3,7501000130.0
S3,4178300130.0
S3,7550801206.0
L1,9201300050.0
C3,3816300095.0
N1,7399301100.0
L3,4151800470.0
S3,7811000020.0
N,5166700050.0
L1,4045500130.0
S3,2927600675.0
L1,7686202580.0
J2,5690500095.0
J3,3876540630.0
S3,8929000170.0
S3,2621400080.0
C3,8154100020.0
J1,8097000190.0
W3,2624089181.0
S3,8718500275.0
B2,3575305495.0
L3,411100020.0
L1,9113200020.0
S3,2011400019.0
S3,3912000020.0
W3,8078370010.0
L1,5104650020.0
S3,7417700664.0
Q1,2770604920.0
S3,1930300190.0
S3,3024079069.0
L1,723069049.0
L3,2210500019.0
L3,3856901435.0
S3,3948900050.0
SE,5412400170.0
D2,2856102280.0
N2,3288100290.0
L3,5145000190.0
S1,6679000170.0
S3,9536601045.0
L3,8731981410.0
S3,3574801350.0
Q2,1922069099.0
L2,871001735.0
S3,2022059308.0
G3,2525300480.0
G3,7979900440.0
W1,2558660290.0
R3,8650300190.0
R2,8643000225.0
S3,1105000233.0
F3,9831200500.0
S3,945000250.0
R3,4101410050.0
S3,1571100130.0
S3,7932000078.0
L3,2592400170.0
J2,2517010630.0
N,6926700225.0
S3,8820902905.0
B2,5104510190.0
S3,9839301060.0
S3,2425700005.0
F2,9276201190.0
C1,8644210050.0
S3,2741100280.0
L1,2891000680.0
S3,7366100080.0
F3,3211270170.0
S3,3330500920.0
N,5437820080.0
W2,8097000380.0
S3,2591010290.0
L1,1324300380.0
R3,3226049478.0
L3,7941500170.0
S3,7522500005.0
C3,1545801630.0
S3,5151600480.0
S3,2731600080.0
S3,2804600010.0
S3,8899210680.0
S3,6649300190.0
C1,1312200080.0
R3,1721801025.0
S3,7942200050.0
S3,9528100963.0
R3,9297301495.0
L2,192300020.0
S3,9477100170.0
L3,6705120280.0
S3,7203220050.0
L3,6858700225.0
S3,8712100605.0
R3,5702380500.0
S3,6181430280.0
S3,7138000170.0
S3,6669010290.0
C3,5706200280.0
L3,1338300170.0
L3,8562800250.0
C1,109210280.0
S3,3216900080.0
S3,629500170.0
W3,5272200005.0
S3,7205000080.0
S3,1117200170.0
S3,5561300480.0
S3,3293400010.0
S3,3421059049.0
L1,524069049.0
S3,1524079093.0
F3,1524079093.0
W1,3832710680.0
B1,686200840.0
R3,8682310460.0
S3,446000190.0
L3,8805900430.0
L3,3629921060.0
S3,8856890020.0
S3,2115510470.0
R3,1545803890.0
S3,3322049126.0
R3,6669020500.0
R2,3832710840.0
S3,7212651950.0
F2,1331900020.0
S3,7140200380.0
S3,7972601235.0
L3,2848700585.0
S3,6132600380.0
R3,2424059127.0
R3,2591830130.0
L3,1771100130.0
S3,8856700190.0
W3,7852040080.0
S3,5648600190.0
R1,4154300275.0
F2,5438000280.0
J2,9201000480.0
S3,1604600660.0
L1,522069022.0
R3,4331400190.0
L3,9407150130.0
S3,2212900470.0
C3,6600220080.0
C3,9558050020.0
R3,8691300420.0
S3,5450300010.0
L3,339600460.0
S3,9264910920.0
L3,121029034.0
R3,2123049420.0
S3,7950302890.0
F3,6117500430.0
S3,1972200660.0
S3,3629830050.0
R3,9257900010.0
S3,6072000440.0
SW,6844702630.0
G3,3630090050.0
L3,9809000020.0
S3,9809000020.0
S3,5021900050.0
S3,1003600080.0
S3,7701960130.0
L3,2395710020.0
L1,7203230010.0
R3,9830200380.0
S3,9407111100.0
S3,9572000080.0
L3,3629870420.0
S3,2459970020.0
L3,5547700190.0
S3,421000285.0
B3,3277801640.0
E,1250203070.0
L1,8077200470.0
Q1,302000545.0
J1,9542801990.0
S3,3343901403.0
S3,1121059030.0
B1,9290850950.0
L3,1136100006.0
S3,7923300285.0
L1,1823059028.0
R3,8864000440.0
L3,9512500680.0
F3,3421069120.0
S3,4376700430.0
R3,8562890430.0
C3,452002005.0
S3,7228500094.0
W1,8078700020.0
S3,5035300255.0
L1,9528104985.0
F1,7237590010.0
L1,3158500250.0
W3,868001402.0
L3,5606000233.0
W3,5214500660.0
F2,3578110020.0
J1,3578401330.0
Q1,7525000080.0
S3,4273000095.0
W2,4014400190.0
S3,8678500020.0
L3,6918700130.0
U1,2473350470.0
R3,9274200314.0
R3,2938100010.0
S3,8564950250.0
S3,3438502715.0
R3,280610020.0
L3,2487200938.0
L1,1775500362.0
W1,2483200010.0
L1,4365700130.0
L1,9136101271.0
S3,1370804295.0
S3,422049178.0
L3,9161100795.0
B3,5561300380.0
F2,1443550020.0
S3,9547201155.0
F2,3625059120.0
L1,644000185.0
L3,5710500010.0
S3,2482410130.0
L3,6071900130.0
F2,6817800630.0
L3,6204400130.0
L1,9274203190.0
B2,293610020.0
N1,3583400130.0
L1,7230400430.0
F2,7140600190.0
J1,6817801410.0
S3,6430500010.0
N2,3023049215.0
S3,3625710080.0
N,3390600010.0
S3,9238480020.0
J2,1036000080.0
W1,1561930020.0
S3,3876100080.0
L1,7454000605.0
R3,1870400635.0
J1,8820900299.0
R3,8132700185.0
L3,6413600275.0
S3,2888000020.0
L1,3298700426.0
S3,3362401815.0
S3,5469500020.0
L3,6430000280.0
W3,1140000190.0
S3,8021700715.0
S3,5151600170.0
S3,8129700255.0
L3,9285800345.0
S3,5706200170.0
S3,5536500020.0
R3,98000950.0
J2,3362401611.0
J3,6205500280.0
U2,7199330010.0
R3,1332200130.0
S3,3244500078.0
J3,3342102880.0
R3,2557000630.0
L3,1117200190.0
R3,8122100130.0
F2,9558040050.0
S3,5702380630.0
S3,3300790670.0
R3,2558660190.0
U2,4388000460.0
L1,3224800010.0
S3,1672000020.0
L1,2767701416.0
F3,7821200307.0
L3,4219400290.0
L3,6072650290.0
N1,5647900670.0
F2,1965200010.0
L3,319500080.0
G1,9526500080.0
C3,7856410430.0
N1,8128700005.0
S2,3444910020.0
S3,2025700130.0
R3,224069134.0
L3,4217400305.0
R3,3288301410.0
W3,9264950660.0
S3,6744700285.0
S3,7750500275.0
S3,1125069153.0
N,1425059178.0
R3,6671900130.0
S3,3172600151.0
L3,7237550020.0
S3,1934800078.0
L3,4385700660.0
S3,923000414.0
L1,2624049167.0
N1,8929000380.0
L1,4221250010.0
S3,8861500080.0
S3,1592000780.0
S3,2484200080.0
L3,2322059136.0
S3,2591820080.0
J3,5729000080.0
R3,5100402764.0
N2,5454000010.0
N1,5412300130.0
G1,6873000190.0
L3,9485300190.0
R3,326069132.0
L3,3832061060.0
L3,6918730130.0
L2,7952800010.0
R3,3834500417.0
R3,5071700020.0
B3,3826000470.0
L1,921059132.0
B3,1926059027.0
L3,1328320440.0
S3,1972202005.0
S3,2592201350.0
S3,6430500293.0
S3,6450300840.0
L3,1189000225.0
S3,7804700020.0
Q2,9542300430.0
J3,1775930440.0
L1,1725059182.0
L3,3992700130.0
S2,824069193.0
S3,3904910480.0
S3,2877102651.0
F3,9289100170.0
S3,3797000680.0
S3,3378900020.0
L3,4180300050.0
S3,7852010670.0
F2,8562890280.0
S3,3991400080.0
R3,8651510020.0
S3,3924500130.0
G3,2533300130.0
S3,510002995.0
L3,3825500080.0
S3,8682231190.0
S3,9412400185.0
S3,7893804790.0
S3,3630070010.0
R3,723049132.0
B1,1432600415.0
Q2,3306200010.0
Q1,425069102.0
S3,1683600130.0
S3,3741600020.0
S3,5412101150.0
J2,509000020.0
B1,1311500020.0
S3,662350050.0
L1,3327020290.0
S3,1086100130.0
L3,2111011060.0
S3,7852090280.0
L3,2873000780.0
L3,3530470190.0
L3,5014600440.0
S3,5049800005.0
N1,7443001470.0
S1,2771604640.0
R3,7140200280.0
S3,3793500780.0
B2,5525400420.0
S3,7986400305.0
J1,3619600143.0
R3,7787890050.0
C3,2780700050.0
R3,5595900280.0
S3,7203220130.0
S3,9406540130.0
R3,9526600250.0
R3,9542900190.0
L3,3840700653.0
S3,6084200080.0
S3,3705900130.0
S3,3333002385.0
S3,3904910050.0
S3,5556900080.0
S3,4443800415.0
S3,3791400250.0
S3,9551201585.0
S3,7856620050.0
G3,9320200050.0
R3,1954420380.0
W1,740500010.0
L3,6673050020.0
R3,1853081060.0
S3,6308000020.0
R3,1720800305.0
S1,1682000280.0
R3,3814800280.0
S3,3352402195.0
D2,9320600170.0
R3,5205000250.0
R3,9264920250.0
S3,2473101190.0
R3,5437820020.0
B3,4067600275.0
L3,6447300345.0
L3,3905100280.0
R3,9285800275.0
R3,1891100130.0
R3,1592000250.0
R3,2328800130.0
Q2,6067910130.0
W3,3333002790.0
W2,9478400080.0
S3,3450300020.0
S3,2663000050.0
G3,3145600250.0
N3,6206100130.0
R1,8944320420.0
Q2,224069145.0
L3,3363900280.0
U3,7504110050.0
S3,624100950.0
S3,9416400020.0
L3,3578400950.0
S3,4100000050.0
S3,3475000080.0
S3,7871500345.0
SE,
S3,2817100430.0
R3,7649400170.0
